"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 13:52:31 GMT 2025","Mon Nov 03 13:52:32 GMT 2025","1677","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 13:52:12 GMT 2025","Mon Nov 03 13:52:14 GMT 2025","1838","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 13:52:35 GMT 2025","Mon Nov 03 13:52:36 GMT 2025","1245","LMS system","Authentication","Authorization","","","Navigate from login page to registration page",""
"passed","Mon Nov 03 13:52:48 GMT 2025","Mon Nov 03 13:52:50 GMT 2025","2324","LMS system","Courses","Curses","","","Create course",""
"passed","Mon Nov 03 13:53:10 GMT 2025","Mon Nov 03 13:53:10 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Mon Nov 03 13:53:09 GMT 2025","Mon Nov 03 13:53:09 GMT 2025","0","tests.pytest","test_markers","","","","test_critical_login",""
"passed","Mon Nov 03 13:53:00 GMT 2025","Mon Nov 03 13:53:03 GMT 2025","3777","LMS system","Courses","Curses","","","Creating a course and changing its data",""
"passed","Mon Nov 03 13:53:09 GMT 2025","Mon Nov 03 13:53:09 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_logout",""
"passed","Mon Nov 03 13:53:09 GMT 2025","Mon Nov 03 13:53:09 GMT 2025","0","tests.pytest","test_markers","TestUserInterface","","","test_forgot_password_link",""
"passed","Mon Nov 03 13:52:18 GMT 2025","Mon Nov 03 13:52:20 GMT 2025","2078","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 13:52:55 GMT 2025","Mon Nov 03 13:52:59 GMT 2025","4073","LMS system","Courses","Curses","","","Creating a course and changing its data",""
"passed","Mon Nov 03 13:53:09 GMT 2025","Mon Nov 03 13:53:09 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_password_reset",""
"passed","Mon Nov 03 13:52:12 GMT 2025","Mon Nov 03 13:52:15 GMT 2025","3293","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Mon Nov 03 13:52:38 GMT 2025","Mon Nov 03 13:52:40 GMT 2025","2154","LMS system","Authentication","Authorization","","","Navigate from login page to registration page",""
"passed","Mon Nov 03 13:53:07 GMT 2025","Mon Nov 03 13:53:10 GMT 2025","2374","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Nov 03 13:52:52 GMT 2025","Mon Nov 03 13:52:55 GMT 2025","2832","LMS system","Courses","Curses","","","Create course",""
"passed","Mon Nov 03 13:52:36 GMT 2025","Mon Nov 03 13:52:37 GMT 2025","1647","LMS system","Authentication","Registration","","","Registration with correct email and password",""
"passed","Mon Nov 03 13:52:39 GMT 2025","Mon Nov 03 13:52:42 GMT 2025","2465","LMS system","Authentication","Registration","","","Registration with correct email and password",""
"passed","Mon Nov 03 13:52:56 GMT 2025","Mon Nov 03 13:52:59 GMT 2025","2723","LMS system","Courses","Curses","","","Create course",""
"passed","Mon Nov 03 13:53:04 GMT 2025","Mon Nov 03 13:53:06 GMT 2025","1877","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
