"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 14:16:38 GMT 2025","Mon Nov 03 14:16:41 GMT 2025","2112","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 14:16:57 GMT 2025","Mon Nov 03 14:16:59 GMT 2025","1438","LMS system","Authentication","Authorization","","","Navigate from login page to registration page",""
"passed","Mon Nov 03 14:17:31 GMT 2025","Mon Nov 03 14:17:31 GMT 2025","0","tests.pytest","test_markers","TestUserAuthentication","","","test_login",""
"passed","Mon Nov 03 14:16:38 GMT 2025","Mon Nov 03 14:16:42 GMT 2025","3729","LMS system","Authentication","Authorization","","","User login with correct email and password",""
"passed","Mon Nov 03 14:17:03 GMT 2025","Mon Nov 03 14:17:07 GMT 2025","3777","LMS system","Authentication","Registration","","","Registration with correct email and password",""
"passed","Mon Nov 03 14:17:15 GMT 2025","Mon Nov 03 14:17:18 GMT 2025","3200","LMS system","Courses","Curses","","","Create course",""
"passed","Mon Nov 03 14:17:31 GMT 2025","Mon Nov 03 14:17:31 GMT 2025","0","tests.pytest","test_markers","","","","test_regression_case",""
"passed","Mon Nov 03 14:16:50 GMT 2025","Mon Nov 03 14:16:52 GMT 2025","2067","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 14:16:46 GMT 2025","Mon Nov 03 14:16:48 GMT 2025","1721","LMS system","Authentication","Authorization","","","User login with wrong email or password",""
"passed","Mon Nov 03 14:17:08 GMT 2025","Mon Nov 03 14:17:10 GMT 2025","2131","LMS system","Authentication","Registration","","","Registration with correct email and password",""
"broken","Mon Nov 03 14:17:10 GMT 2025","Mon Nov 03 14:17:12 GMT 2025","1410","LMS system","Courses","Curses","","","Check displaying of empty courses list",""
"passed","Mon Nov 03 14:17:19 GMT 2025","Mon Nov 03 14:17:22 GMT 2025","3163","LMS system","Courses","Curses","","","Creating a course and changing its data",""
